loan_id,customer_id,loan_type,sanction_amount,disbursed_amount,interest_rate,tenure_months,disbursement_date,sector,branch_id,region
L010461,C010507,Agri,1030659,1013708.01,10.12,36,2025-02-25,Agriculture,B009,North
L010462,C011473,MSME,19926967,19666574.57,12.3,24,2026-02-06,Services,B006,West
L010463,C003016,Home,19070702,17713201.8,10.42,360,2023-10-16,Real Estate,B001,West
L010464,C008642,Personal,666075,639620.61,16.38,36,2023-05-12,Services,B003,North
L010465,C007515,Home,2025294,1841319.96,9.31,180,2025-05-24,Real Estate,B003,North
L010466,C016590,Auto,2309408,2210242.55,11.86,60,2023-08-22,Services,B007,East
L010467,C017248,Personal,576184,559975.2,13.46,12,2024-12-11,Services,B010,North
L010468,C010980,Personal,288541,266987.63,15.99,60,2025-10-10,Services,B005,South
L010469,C002455,MSME,34172928,30977968.06,13.26,36,2026-05-13,IT/ITES,B008,South
L010470,C007179,Personal,977020,911955.08,12.73,12,2022-05-14,Services,B010,North
L010471,C012273,Personal,878316,819336.1,11.84,60,2023-04-01,Services,B008,South
L010472,C019816,Auto,575733,574833.31,9.01,84,2024-08-16,Services,B005,South
L010473,C003298,Auto,2871456,2806453.08,10.44,60,2021-09-12,Services,B008,South
L010474,C013284,MSME,38337135,35547215.32,12.64,60,2026-02-16,Retail Trade,B006,West
L010475,C001964,Home,17432950,16355109.07,8.96,240,2026-05-05,Real Estate,B009,North
L010476,C010061,Home,7238811,6928087.42,8.37,360,2026-03-03,Real Estate,B003,North
L010477,C016167,Personal,107868,101946.96,12.95,24,2025-02-09,Services,B006,West
L010478,C016545,Auto,1954329,1792954.86,10.23,60,2026-05-25,Services,B004,South
L010479,C007348,Auto,1014689,994504.46,10.41,84,2023-12-28,Services,B002,West
L010480,C002126,Home,8816411,8013014.2,9.9,360,2025-02-10,Real Estate,B009,North
L010481,C010805,MSME,44383929,42166091.89,13.62,60,2022-12-31,IT/ITES,B004,South
L010482,C019806,Agri,338071,313410.58,9.81,36,2024-02-03,Agriculture,B005,South
L010483,C001619,Home,11735629,10720259.03,10.5,240,2026-03-16,Real Estate,B006,West
L010484,C008135,Agri,2895094,2698192.32,10.05,24,2026-04-13,Agriculture,B004,South
L010485,C006700,MSME,6477467,5963366.8,10.65,60,2022-03-11,Services,B001,West
L010486,C014719,Home,14938527,14544675.1,9.75,360,2026-04-22,Real Estate,B005,South
L010487,C005429,Personal,495502,460897.53,15.12,48,2023-10-20,Services,B010,North
L010488,C008846,Personal,672815,670485.59,16.89,48,2025-10-07,Services,B007,East
L010489,C015278,MSME,18046776,17180869.75,10.72,120,2024-04-05,IT/ITES,B009,North
L010490,C012784,MSME,21464671,20924801.9,11.44,36,2024-05-30,Retail Trade,B008,South
L010491,C007331,Auto,2713958,2614618.77,11.19,36,2022-08-01,Services,B009,North
L010492,C009796,Home,9960308,9839934.47,10.11,180,2024-09-23,Real Estate,B004,South
L010493,C009176,Auto,523185,473965.26,10.87,48,2026-03-27,Services,B004,South
L010494,C014153,Home,15873402,15609061.78,8.2,360,2025-12-20,Real Estate,B008,South
L010495,C012099,Agri,3361760,3231002.28,10.51,12,2025-12-25,Agriculture,B003,North
L010496,C014102,Personal,996365,939175.91,15.31,24,2022-10-01,Services,B010,North
L010497,C001452,Auto,950025,866826.48,11.2,60,2023-05-13,Services,B001,West
L010498,C012894,Personal,281527,268476.25,17.04,12,2024-10-11,Services,B010,North
L010499,C003932,Personal,156769,154885.08,15.31,48,2025-09-18,Services,B007,East
L010500,C012091,Home,15904917,15362728.16,9.64,240,2024-02-16,Real Estate,B002,West
L010501,C011877,Home,7927863,7648200.86,8.9,120,2025-06-14,Real Estate,B002,West
L010502,C009168,Agri,1630965,1500239.88,7.96,24,2025-02-01,Agriculture,B009,North
L010503,C011388,Personal,673050,627662.04,16.62,60,2025-01-09,Services,B003,North
L010504,C013155,Home,15076666,14938593.37,10.26,120,2025-10-09,Real Estate,B006,West
L010505,C010069,Personal,908605,834505.02,11.97,24,2022-01-08,Services,B006,West
L010506,C016835,Home,7786503,7563160.74,9.51,120,2021-09-09,Real Estate,B008,South
L010507,C019341,Home,17416889,16970571.29,9.42,180,2024-07-02,Real Estate,B007,East
L010508,C006673,Home,3844497,3726777.67,9.41,180,2022-12-30,Real Estate,B001,West
L010509,C013974,Personal,318085,304903.1,14.44,24,2024-07-08,Services,B009,North
L010510,C001518,MSME,46328294,41869874.81,9.71,24,2025-12-16,Manufacturing,B010,North
L010511,C000214,Personal,574633,551742.95,12.64,12,2021-12-03,Services,B002,West
L010512,C002179,Personal,468634,445380.72,17.32,60,2021-11-25,Services,B003,North
L010513,C007116,Agri,248509,232237.65,7.85,12,2022-11-06,Agriculture,B007,East
L010514,C019769,Personal,374191,369853.14,15.12,48,2021-11-17,Services,B002,West
L010515,C000764,Agri,2609226,2429569.52,9.02,12,2025-11-15,Agriculture,B006,West
L010516,C000682,Agri,591797,536623.46,8.6,36,2021-09-16,Agriculture,B010,North
L010517,C003729,Home,13263572,12752147.56,8.86,240,2022-02-28,Real Estate,B009,North
L010518,C017995,Personal,166902,161232.07,14.07,60,2023-07-08,Services,B004,South
L010519,C006310,Home,4227986,4095795.91,8.6,120,2022-01-24,Real Estate,B004,South
L010520,C001023,Home,7268824,7242472.99,9.57,120,2025-02-14,Real Estate,B006,West
L010521,C008434,Personal,327461,298924.93,12.52,60,2025-05-24,Services,B010,North
L010522,C003526,Auto,2964517,2950701.37,10.41,84,2025-12-26,Services,B002,West
L010523,C001348,Auto,1281520,1195662.16,11.23,84,2023-03-28,Services,B008,South
L010524,C012373,Home,13744004,13074837.56,9.23,360,2023-08-27,Real Estate,B001,West
L010525,C011285,Personal,635552,622408.76,16.33,48,2021-12-16,Services,B002,West
L010526,C015850,Personal,234843,212377.37,17.57,36,2023-08-24,Services,B010,North
L010527,C016686,Auto,1979872,1949148.88,10.76,60,2021-09-18,Services,B003,North
L010528,C012260,MSME,28361494,27474622.85,11.76,60,2026-06-21,IT/ITES,B009,North
L010529,C008715,Auto,1405577,1275694.82,9.23,48,2025-12-06,Services,B002,West
L010530,C011120,Home,19071854,17419951.67,8.73,180,2023-06-18,Real Estate,B008,South
L010531,C014100,Home,4408927,4340384.97,8.97,120,2026-06-23,Real Estate,B003,North
L010532,C019381,Agri,791272,755008.69,10.81,36,2022-07-02,Agriculture,B010,North
L010533,C004529,Agri,3085139,2944757.95,7.68,12,2025-02-09,Agriculture,B002,West
L010534,C011692,MSME,23814387,22080990.25,11.66,120,2024-09-06,Retail Trade,B006,West
L010535,C016970,Home,13697315,12603841.0,8.18,180,2025-10-23,Real Estate,B009,North
L010536,C001519,Personal,993844,981532.8,11.92,36,2023-12-13,Services,B006,West
L010537,C015748,Auto,1393204,1272867.21,11.5,48,2022-02-05,Services,B004,South
L010538,C019978,Home,4903381,4626695.84,9.62,240,2023-12-25,Real Estate,B001,West
L010539,C018967,Home,4999264,4528098.57,9.81,360,2026-05-05,Real Estate,B007,East
L010540,C014155,Auto,2664983,2447622.53,11.69,60,2022-05-13,Services,B005,South
L010541,C007666,Home,16879451,16635413.83,8.18,180,2024-04-08,Real Estate,B010,North
L010542,C002130,Agri,2170182,1979914.49,9.39,36,2023-03-18,Agriculture,B010,North
L010543,C006911,Agri,2388872,2341685.07,7.11,36,2026-05-02,Agriculture,B006,West
L010544,C013405,Home,2644492,2508140.82,9.7,240,2024-10-15,Real Estate,B009,North
L010545,C002091,Education,967617,896523.16,10.57,120,2024-03-30,Services,B002,West
L010546,C016443,Agri,2925635,2674432.69,7.55,36,2025-11-28,Agriculture,B002,West
L010547,C018717,Personal,57997,56150.58,14.46,12,2021-11-16,Services,B005,South
L010548,C001026,Personal,241215,228050.57,17.01,48,2023-04-18,Services,B008,South
L010549,C015461,Personal,738291,686201.53,11.41,48,2022-03-21,Services,B003,North
L010550,C012328,Auto,719033,659186.24,11.39,84,2024-07-16,Services,B006,West
L010551,C014898,MSME,21537126,19493103.41,9.84,24,2021-11-20,Retail Trade,B004,South
L010552,C003456,Agri,2033435,1939290.77,10.13,36,2025-08-24,Agriculture,B008,South
L010553,C002624,Home,13464531,12949106.79,8.35,360,2025-01-08,Real Estate,B005,South
L010554,C017981,Education,4566558,4163770.12,10.42,84,2025-08-01,Services,B004,South
L010555,C011725,Personal,146569,133568.37,15.81,60,2025-07-24,Services,B008,South
L010556,C009057,Home,12422101,11187657.03,9.42,180,2021-12-10,Real Estate,B009,North
L010557,C013085,Auto,1909015,1776363.62,11.65,84,2024-01-28,Services,B004,South
L010558,C019972,Auto,1041932,1025917.64,10.3,36,2026-06-29,Services,B003,North
L010559,C001780,Agri,280618,256618.64,9.44,12,2023-06-07,Agriculture,B003,North
L010560,C016128,Auto,2581311,2469878.08,10.56,84,2024-11-19,Services,B004,South
L010561,C011640,MSME,17687411,16415679.76,9.6,84,2023-08-25,Retail Trade,B002,West
L010562,C015598,Home,12124686,10988222.97,9.95,240,2023-06-20,Real Estate,B007,East
L010563,C004270,Auto,1402572,1391876.9,9.13,36,2023-12-30,Services,B002,West
L010564,C009994,Auto,816137,803238.24,9.55,84,2023-10-07,Services,B007,East
L010565,C006794,Home,19086704,17332693.68,8.58,120,2024-11-15,Real Estate,B003,North
L010566,C008162,Agri,2258141,2254368.4,10.87,24,2021-08-02,Agriculture,B007,East
L010567,C009275,Home,19520194,19430831.51,9.13,240,2026-01-27,Real Estate,B003,North
L010568,C001854,Personal,311848,301905.97,11.61,12,2023-01-29,Services,B007,East
L010569,C007788,Agri,4854742,4698185.46,8.27,24,2026-01-05,Agriculture,B007,East
L010570,C013843,Agri,1696719,1562451.46,7.42,36,2026-02-15,Agriculture,B008,South
L010571,C016372,Personal,464444,443891.72,13.62,36,2023-09-10,Services,B008,South
L010572,C016298,Agri,2223793,2217264.62,9.27,24,2025-04-26,Agriculture,B006,West
L010573,C004800,Personal,513350,476687.32,12.94,48,2023-06-24,Services,B010,North
L010574,C017202,Personal,373759,340219.45,16.22,48,2026-01-20,Services,B001,West
L010575,C006569,Personal,172671,163236.87,12.69,60,2022-01-02,Services,B003,North
L010576,C011608,Auto,2089348,2048282.21,11.1,48,2023-05-13,Services,B003,North
L010577,C001903,Education,1620443,1502375.94,10.36,60,2023-01-06,Services,B007,East
L010578,C010081,Auto,877832,805506.61,10.68,60,2026-05-22,Services,B005,South
L010579,C007633,Home,14794298,14268748.78,9.11,240,2026-06-21,Real Estate,B009,North
L010580,C013887,MSME,12873401,12099786.78,10.08,36,2023-02-27,Manufacturing,B007,East
L010581,C014871,Auto,1502729,1363723.3,9.8,84,2025-05-30,Services,B010,North
L010582,C008803,Home,12725047,11548517.77,8.79,120,2022-04-08,Real Estate,B010,North
L010583,C013019,Agri,4138218,3834792.04,7.9,36,2026-05-19,Agriculture,B005,South
L010584,C001332,MSME,14144646,13513045.83,12.98,120,2026-06-21,Retail Trade,B007,East
L010585,C001332,Auto,2945262,2734788.23,9.13,36,2025-06-01,Services,B006,West
L010586,C008073,Home,9601755,8937008.14,9.67,180,2023-08-19,Real Estate,B009,North
L010587,C017528,Auto,2333201,2287983.81,9.29,36,2026-04-18,Services,B004,South
L010588,C018891,Auto,625880,608448.07,11.41,36,2025-07-07,Services,B004,South
L010589,C001187,Education,749769,720356.3,11.57,84,2024-06-04,Services,B001,West
L010590,C014208,Auto,2115401,1926636.66,9.55,36,2026-01-25,Services,B009,North
L010591,C003514,Home,10012711,9553836.11,8.26,120,2023-08-18,Real Estate,B007,East
L010592,C013151,Personal,808733,771193.13,17.14,12,2023-09-17,Services,B002,West
L010593,C007183,Home,13503257,12171412.87,9.11,360,2025-07-03,Real Estate,B009,North
L010594,C019856,Auto,1225822,1223095.34,11.1,36,2025-08-26,Services,B006,West
L010595,C015948,Home,6996841,6713523.69,10.05,240,2021-10-29,Real Estate,B003,North
L010596,C015211,Agri,4801555,4600659.71,7.32,24,2023-11-29,Agriculture,B006,West
L010597,C016256,Auto,1380693,1294219.64,9.74,84,2022-06-13,Services,B002,West
L010598,C009704,Home,13000082,12505650.33,8.33,240,2025-08-08,Real Estate,B001,West
L010599,C003816,Auto,1667894,1648638.41,11.32,48,2022-03-03,Services,B007,East
L010600,C016632,Home,8776088,8763998.08,8.37,240,2025-09-06,Real Estate,B008,South
L010601,C002743,Home,11599387,10783470.05,9.99,360,2021-08-19,Real Estate,B002,West
L010602,C018518,Personal,703846,652929.65,14.97,24,2022-02-22,Services,B006,West
L010603,C018813,Personal,146767,139552.56,16.74,48,2022-10-17,Services,B006,West
L010604,C008504,Personal,736128,676154.9,11.58,12,2024-07-10,Services,B005,South
L010605,C001077,Home,16518314,15461365.21,9.23,360,2025-02-12,Real Estate,B007,East
L010606,C004527,Home,10752966,10273959.3,8.1,240,2023-09-11,Real Estate,B004,South
L010607,C016039,Home,9073881,8483102.61,8.75,180,2024-12-04,Real Estate,B002,West
L010608,C013227,MSME,23480404,22208276.93,13.97,60,2023-01-09,IT/ITES,B007,East
L010609,C004346,Personal,536964,493378.57,16.38,48,2024-05-26,Services,B008,South
L010610,C006815,Home,8458492,7852569.99,9.15,240,2025-12-13,Real Estate,B010,North
L010611,C014906,Home,4489469,4462317.15,10.1,120,2023-12-24,Real Estate,B007,East
L010612,C019631,Home,10392088,10369171.08,9.53,360,2022-08-17,Real Estate,B007,East
L010613,C010989,Home,19088807,17327647.9,9.49,360,2022-09-30,Real Estate,B005,South
L010614,C006544,Personal,137915,132330.34,12.03,24,2022-01-18,Services,B009,North
L010615,C017328,Home,7555933,7385152.51,10.31,240,2022-10-07,Real Estate,B004,South
L010616,C003331,Home,19554293,19553465.03,8.36,120,2025-12-13,Real Estate,B005,South
L010617,C017818,Auto,2446209,2212804.67,9.9,48,2021-12-08,Services,B010,North
L010618,C014835,Home,3737148,3615183.02,8.75,180,2023-05-10,Real Estate,B006,West
L010619,C017893,Home,18389956,16772123.72,9.59,240,2025-05-02,Real Estate,B001,West
L010620,C009074,Home,17491347,15964021.08,8.93,120,2025-11-20,Real Estate,B002,West
L010621,C016467,MSME,12503348,12242426.17,12.43,84,2021-11-05,Services,B001,West
L010622,C002488,Auto,867336,797329.97,9.11,84,2024-04-07,Services,B004,South
L010623,C014380,Personal,132552,119621.6,14.39,48,2021-08-20,Services,B004,South
L010624,C011772,Home,10420541,9542159.21,9.49,180,2025-01-03,Real Estate,B004,South
L010625,C018574,Auto,2966136,2878031.52,9.87,60,2023-12-08,Services,B002,West
L010626,C000068,Agri,2242665,2223815.22,7.34,12,2023-02-07,Agriculture,B002,West
L010627,C017251,Auto,2091208,1920996.41,9.61,60,2026-03-01,Services,B004,South
L010628,C001246,Personal,248465,229351.99,14.29,60,2024-02-04,Services,B001,West
L010629,C015841,Home,2437151,2318214.13,10.32,180,2025-04-28,Real Estate,B002,West
L010630,C002475,Home,6927019,6625468.82,8.84,240,2026-07-14,Real Estate,B006,West
L010631,C005529,Home,2271039,2193821.0,8.84,240,2023-06-17,Real Estate,B007,East
L010632,C002417,Auto,853730,835821.62,9.43,60,2024-12-28,Services,B004,South
L010633,C017308,Personal,185775,173211.97,12.07,60,2025-02-06,Services,B005,South
L010634,C009110,MSME,3089811,2849001.48,12.44,84,2023-01-08,Retail Trade,B004,South
L010635,C008983,Personal,608305,578170.46,15.76,60,2022-09-23,Services,B005,South
L010636,C000756,Personal,821323,806219.2,16.01,12,2022-05-02,Services,B006,West
L010637,C009521,Home,15679248,15448269.47,8.76,360,2022-03-03,Real Estate,B003,North
L010638,C003074,Home,14408202,13950281.39,10.17,240,2022-07-23,Real Estate,B009,North
L010639,C003479,Home,11779062,10846956.67,9.81,180,2021-10-17,Real Estate,B006,West
L010640,C005976,Agri,1616534,1588967.37,9.84,12,2025-07-09,Agriculture,B001,West
L010641,C002464,Auto,1999979,1983961.28,9.21,36,2025-07-18,Services,B007,East
L010642,C018762,MSME,21600496,19457931.59,10.61,24,2022-03-20,IT/ITES,B002,West
L010643,C016786,Education,4431705,4144527.53,10.68,84,2024-06-03,Services,B008,South
L010644,C004589,Home,17401146,17119122.84,9.69,360,2024-10-07,Real Estate,B003,North
L010645,C015849,Education,3549037,3478944.57,12.12,120,2024-10-27,Services,B003,North
L010646,C005832,Education,1285575,1265315.51,12.31,120,2022-12-06,Services,B004,South
L010647,C009731,Personal,733240,694054.84,17.72,12,2022-10-22,Services,B009,North
L010648,C018154,MSME,41697297,38201816.43,10.9,120,2023-10-30,Manufacturing,B008,South
L010649,C011554,MSME,41022682,38150353.96,12.37,24,2022-09-27,IT/ITES,B008,South
L010650,C011380,Auto,2192570,2159136.49,9.71,84,2022-07-26,Services,B006,West
L010651,C004428,Personal,440908,439356.9,17.29,24,2024-05-16,Services,B008,South
L010652,C016552,Home,17978693,16904548.61,8.05,120,2026-05-25,Real Estate,B004,South
L010653,C019849,MSME,19322787,17397524.58,12.75,36,2022-11-01,Manufacturing,B004,South
L010654,C000108,Personal,100901,100261.15,15.08,60,2022-05-17,Services,B008,South
L010655,C018654,Home,15995849,14624589.55,9.7,120,2023-11-28,Real Estate,B007,East
L010656,C005250,Home,14909400,14300945.41,9.55,120,2021-12-10,Real Estate,B004,South
L010657,C002216,Home,3644163,3601850.31,10.48,360,2025-07-22,Real Estate,B009,North
L010658,C010129,Home,1617737,1492765.59,8.48,120,2024-07-20,Real Estate,B005,South
L010659,C004076,Home,5111469,4640121.97,8.03,180,2026-02-14,Real Estate,B001,West
L010660,C007207,Home,17766796,16532261.2,9.36,120,2025-02-17,Real Estate,B004,South
L010661,C008970,Agri,4776181,4458933.8,9.68,36,2023-02-21,Agriculture,B002,West
L010662,C019690,Auto,464253,435428.02,10.72,84,2024-10-10,Services,B001,West
L010663,C003291,Auto,1887169,1731977.71,11.96,60,2025-07-18,Services,B006,West
L010664,C006981,Home,6956712,6293176.97,8.95,240,2023-12-22,Real Estate,B004,South
L010665,C017847,Auto,2838587,2671105.87,11.7,48,2025-09-09,Services,B007,East
L010666,C016700,Auto,1789407,1686255.95,11.14,36,2026-02-22,Services,B004,South
L010667,C000865,Agri,1512651,1420115.43,9.85,12,2023-03-09,Agriculture,B003,North
L010668,C013048,Personal,780259,722386.05,13.16,12,2026-04-09,Services,B008,South
L010669,C005253,Education,4264813,3916252.01,11.7,120,2026-06-25,Services,B004,South
L010670,C009898,Personal,489686,475366.95,15.85,36,2023-06-22,Services,B006,West
L010671,C001345,Auto,1045776,1039995.14,10.32,84,2024-12-07,Services,B010,North
L010672,C018476,Agri,1032009,946684.02,9.28,36,2023-09-28,Agriculture,B007,East
L010673,C019552,Auto,2088516,1934320.26,9.15,84,2023-10-24,Services,B002,West
L010674,C011278,Home,2434064,2350784.67,10.17,180,2026-07-13,Real Estate,B006,West
L010675,C008559,Auto,2329673,2272660.06,10.56,60,2023-08-16,Services,B005,South
L010676,C018479,Personal,454188,416651.9,14.51,36,2023-12-31,Services,B002,West
L010677,C003091,Auto,1765736,1671232.81,10.34,36,2022-04-23,Services,B010,North
L010678,C016640,MSME,8196323,8102948.66,12.63,24,2022-08-15,Services,B008,South
L010679,C010532,Personal,185073,181752.98,12.36,12,2025-03-24,Services,B007,East
L010680,C009991,Auto,1119237,1101924.37,10.49,48,2023-08-07,Services,B006,West
L010681,C015941,Agri,4582295,4237065.18,10.07,12,2025-09-01,Agriculture,B002,West
L010682,C010595,Home,10501977,9620068.98,8.62,240,2024-05-20,Real Estate,B008,South
L010683,C004336,Personal,233517,218068.0,16.53,36,2022-11-20,Services,B010,North
L010684,C008565,Home,9849811,9135557.25,8.79,360,2023-03-18,Real Estate,B001,West
L010685,C006918,Agri,4886477,4684683.95,10.67,24,2024-07-15,Agriculture,B006,West
L010686,C003278,Personal,84526,83711.69,12.18,36,2023-04-12,Services,B006,West
L010687,C009941,Agri,3489681,3243068.23,9.65,24,2025-01-01,Agriculture,B007,East
L010688,C006926,MSME,45619920,43325120.33,11.91,24,2025-10-03,Manufacturing,B003,North
L010689,C005407,Home,15379941,14570584.08,8.95,120,2024-07-21,Real Estate,B004,South
L010690,C006066,MSME,5323694,5097219.13,11.35,120,2025-10-02,Retail Trade,B003,North
L010691,C012865,Home,2549241,2409161.61,10.12,240,2021-09-12,Real Estate,B006,West
L010692,C013179,Personal,635966,612704.62,15.51,48,2025-10-14,Services,B010,North
L010693,C005964,Personal,735042,674786.3,15.53,24,2022-09-25,Services,B003,North
L010694,C003561,MSME,33032011,32511307.68,12.75,60,2023-09-08,Retail Trade,B009,North
L010695,C000756,Home,3860337,3682563.0,8.26,360,2024-06-30,Real Estate,B002,West
L010696,C000167,Home,11908504,10750590.66,8.62,180,2024-10-02,Real Estate,B008,South
L010697,C000986,Auto,1068741,984685.88,11.69,60,2023-08-07,Services,B003,North
L010698,C001538,Home,18876647,18447308.09,10.32,180,2023-09-29,Real Estate,B002,West
L010699,C012523,Personal,833311,794658.25,11.65,24,2026-03-22,Services,B008,South
L010700,C007243,Home,19797257,19000764.61,8.55,120,2026-06-04,Real Estate,B003,North
L010701,C002627,Home,4156898,3832915.4,9.89,120,2026-01-29,Real Estate,B008,South
L010702,C001750,Home,15016723,14156410.93,9.63,120,2021-12-04,Real Estate,B009,North
L010703,C017754,Personal,378228,347237.24,13.07,12,2025-10-04,Services,B006,West
L010704,C009667,Education,2964926,2739017.68,9.79,60,2024-08-10,Services,B003,North
L010705,C018706,Auto,573831,570793.29,10.29,48,2024-09-24,Services,B002,West
L010706,C014437,Personal,173406,163595.44,11.96,36,2025-09-01,Services,B001,West
L010707,C011451,Home,8173353,7795148.98,8.93,360,2022-01-10,Real Estate,B010,North
L010708,C015370,Home,15190850,14454063.66,9.67,240,2021-10-11,Real Estate,B010,North
L010709,C005373,Auto,2307836,2097596.23,10.44,36,2023-04-04,Services,B006,West
L010710,C003384,Personal,537272,486652.37,14.36,48,2022-06-18,Services,B004,South
L010711,C016695,Home,5038671,4695008.92,8.67,180,2024-05-05,Real Estate,B010,North
L010712,C002802,Auto,2443119,2362271.98,11.74,60,2022-10-16,Services,B010,North
L010713,C017857,Home,18135682,16424444.72,10.08,180,2025-02-26,Real Estate,B007,East
L010714,C009392,Personal,57075,54563.23,15.62,12,2026-03-04,Services,B002,West
L010715,C007644,MSME,6333952,5924560.08,12.67,84,2022-06-22,IT/ITES,B001,West
L010716,C000885,Home,2380034,2213016.06,8.6,360,2023-03-27,Real Estate,B010,North
L010717,C009730,Personal,101964,92596.02,13.08,36,2025-03-08,Services,B008,South
L010718,C013936,Personal,910005,885211.56,16.12,60,2023-06-14,Services,B004,South
L010719,C001373,Personal,888551,853108.13,11.15,24,2024-05-18,Services,B001,West
L010720,C009495,Agri,1397124,1328938.35,10.75,36,2026-01-15,Agriculture,B002,West
L010721,C002603,Education,4145918,3823325.77,10.54,120,2023-03-02,Services,B001,West
L010722,C004147,Home,13783462,13223628.87,10.29,360,2021-12-13,Real Estate,B008,South
L010723,C011842,Agri,3625498,3364829.74,10.69,12,2025-10-19,Agriculture,B002,West
L010724,C019835,Home,14632194,14307776.64,9.64,240,2021-12-16,Real Estate,B007,East
L010725,C016718,Auto,1166851,1087246.67,11.48,84,2021-11-07,Services,B009,North
L010726,C001061,Personal,972796,913399.78,16.37,48,2025-09-12,Services,B010,North
L010727,C011615,Home,7469630,7216923.02,8.38,240,2023-04-21,Real Estate,B004,South
L010728,C013392,Auto,615739,560346.45,10.98,84,2023-02-21,Services,B001,West
L010729,C017773,Home,2037146,2026089.88,9.11,180,2022-01-16,Real Estate,B008,South
L010730,C014178,Home,8622682,8569721.51,9.9,120,2024-02-24,Real Estate,B004,South
L010731,C015301,Education,3021806,2773354.43,11.5,120,2026-03-27,Services,B001,West
L010732,C014244,Home,16956506,15320996.83,9.65,120,2022-06-06,Real Estate,B009,North
L010733,C009505,Auto,349266,343174.36,10.24,60,2023-08-26,Services,B001,West
L010734,C006321,Personal,512235,503848.35,14.66,36,2024-08-24,Services,B006,West
L010735,C000652,Auto,411898,408236.95,11.28,36,2022-07-23,Services,B005,South
L010736,C014106,Home,2466723,2238332.74,8.85,360,2025-05-22,Real Estate,B010,North
L010737,C015547,Personal,426456,404746.8,11.93,24,2024-02-16,Services,B009,North
L010738,C003141,Auto,2182945,2091795.89,10.17,60,2022-09-20,Services,B001,West
L010739,C011913,Home,15153698,14156664.69,8.33,180,2022-12-12,Real Estate,B008,South
L010740,C004667,Auto,612308,585888.79,10.86,48,2025-12-13,Services,B004,South
L010741,C001916,Education,1259638,1244051.09,10.24,120,2026-03-14,Services,B004,South
L010742,C003146,Home,14248310,13876959.76,8.48,240,2023-07-04,Real Estate,B005,South
L010743,C007353,Home,7922436,7716891.86,9.46,180,2021-10-23,Real Estate,B001,West
L010744,C019106,Home,12759583,11905604.19,10.13,120,2022-04-29,Real Estate,B001,West
L010745,C010853,MSME,28328523,27191801.11,12.63,60,2021-09-27,Retail Trade,B004,South
L010746,C004085,Home,9561008,9024819.11,9.54,240,2026-02-20,Real Estate,B010,North
L010747,C011650,Home,4942141,4907729.91,8.82,360,2024-04-22,Real Estate,B003,North
L010748,C012746,Auto,1904025,1861825.29,10.57,36,2022-04-13,Services,B004,South
L010749,C005540,Auto,912019,859250.9,11.61,60,2023-02-27,Services,B001,West
L010750,C012355,Personal,106659,99496.22,14.57,36,2023-06-22,Services,B009,North
L010751,C010392,MSME,4087823,3978388.43,10.26,24,2024-12-17,IT/ITES,B001,West
L010752,C002317,Personal,95674,86457.02,12.77,60,2024-12-24,Services,B003,North
L010753,C010508,Auto,2058448,1884641.63,9.72,84,2021-12-15,Services,B008,South
L010754,C000941,Auto,1145275,1084820.77,9.66,84,2022-07-15,Services,B008,South
L010755,C017418,Home,9023573,8195846.62,10.21,360,2024-02-07,Real Estate,B001,West
L010756,C016765,Home,15093269,14901281.4,8.35,120,2023-06-12,Real Estate,B008,South
L010757,C013165,Personal,119674,116790.12,14.18,36,2023-05-07,Services,B008,South
L010758,C002664,Agri,2007032,1962774.72,10.61,12,2023-07-31,Agriculture,B004,South
L010759,C018384,Personal,605895,604840.44,16.15,24,2022-12-31,Services,B005,South
L010760,C012360,Personal,315744,309667.56,11.73,48,2021-10-06,Services,B010,North
L010761,C006417,Home,12726135,12617336.17,10.06,240,2023-01-25,Real Estate,B002,West
L010762,C006577,Home,15227073,14248892.09,8.42,180,2024-02-23,Real Estate,B004,South
L010763,C013071,Personal,264011,263364.71,14.02,60,2026-02-25,Services,B006,West
L010764,C001007,Personal,166672,165384.53,14.53,36,2025-12-28,Services,B008,South
L010765,C018354,Agri,2878726,2662564.39,9.73,36,2024-03-20,Agriculture,B006,West
L010766,C015085,Personal,230348,219502.94,15.23,36,2025-07-28,Services,B004,South
L010767,C012766,Home,3637761,3522668.92,8.45,360,2024-07-19,Real Estate,B001,West
L010768,C012888,Personal,620713,570830.87,11.86,12,2021-12-23,Services,B004,South
L010769,C012932,Agri,3047910,2891002.09,9.99,24,2023-11-28,Agriculture,B008,South
L010770,C004475,Auto,1544825,1391178.51,9.08,84,2021-08-08,Services,B004,South
L010771,C013863,Home,12345947,11920881.71,8.53,240,2025-05-29,Real Estate,B006,West
L010772,C001283,Education,1513932,1396277.0,11.45,60,2026-01-08,Services,B004,South
L010773,C001801,Personal,134608,133140.39,14.65,12,2023-09-02,Services,B009,North
L010774,C008413,Personal,620390,605971.77,13.74,24,2026-03-17,Services,B009,North
L010775,C002668,Personal,595565,544458.77,17.09,36,2022-11-05,Services,B006,West
L010776,C003377,Home,12298273,11379313.08,10.1,360,2025-02-02,Real Estate,B004,South
L010777,C018907,Agri,277973,254400.61,7.92,36,2025-04-05,Agriculture,B007,East
L010778,C008568,Personal,537566,530181.47,16.3,48,2026-07-01,Services,B003,North
L010779,C011238,Agri,2430477,2334814.45,10.63,36,2026-04-29,Agriculture,B001,West
