loan_id,rating_date,internal_rating,PD
L012900,2026-07-30,3,1.12
L012901,2026-07-30,3,1.12
L012902,2026-07-30,1,0.1
L012903,2026-07-30,1,0.1
L012904,2026-07-30,2,0.46
L012905,2026-07-30,4,2.11
L012906,2026-07-30,1,0.1
L012907,2026-07-30,1,0.1
L012908,2026-07-30,5,3.45
L012909,2026-07-30,8,9.7
L012910,2026-07-30,8,9.7
L012911,2026-07-30,1,0.1
L012912,2026-07-30,3,1.12
L012913,2026-07-30,4,2.11
L012914,2026-07-30,2,0.46
L012915,2026-07-30,3,1.12
L012916,2026-07-30,2,0.46
L012917,2026-07-30,2,0.46
L012918,2026-07-30,4,2.11
L012919,2026-07-30,6,5.15
L012920,2026-07-30,8,9.7
L012921,2026-07-30,2,0.46
L012922,2026-07-30,1,0.1
L012923,2026-07-30,1,0.1
L012924,2026-07-30,7,7.23
L012925,2026-07-30,2,0.46
L012926,2026-07-30,6,5.15
L012927,2026-07-30,4,2.11
L012928,2026-07-30,8,9.7
L012929,2026-07-30,2,0.46
L012930,2026-07-30,1,0.1
L012931,2026-07-30,2,0.46
L012932,2026-07-30,1,0.1
L012933,2026-07-30,3,1.12
L012934,2026-07-30,3,1.12
L012935,2026-07-30,5,3.45
L012936,2026-07-30,6,5.15
L012937,2026-07-30,1,0.1
L012938,2026-07-30,3,1.12
L012939,2026-07-30,2,0.46
L012940,2026-07-30,2,0.46
L012941,2026-07-30,3,1.12
L012942,2026-07-30,9,12.57
L012943,2026-07-30,3,1.12
L012944,2026-07-30,8,9.7
L012945,2026-07-30,8,9.7
L012946,2026-07-30,3,1.12
L012947,2026-07-30,4,2.11
L012948,2026-07-30,3,1.12
L012949,2026-07-30,7,7.23
L012950,2026-07-30,1,0.1
L012951,2026-07-30,1,0.1
L012952,2026-07-30,3,1.12
L012953,2026-07-30,2,0.46
L012954,2026-07-30,2,0.46
L012955,2026-07-30,3,1.12
L012956,2026-07-30,4,2.11
L012957,2026-07-30,2,0.46
L012958,2026-07-30,7,7.23
L012959,2026-07-30,1,0.1
L012960,2026-07-30,2,0.46
L012961,2026-07-30,1,0.1
L012962,2026-07-30,3,1.12
L012963,2026-07-30,2,0.46
L012964,2026-07-30,3,1.12
L012965,2026-07-30,5,3.45
L012966,2026-07-30,2,0.46
L012967,2026-07-30,1,0.1
L012968,2026-07-30,2,0.46
L012969,2026-07-30,5,3.45
L012970,2026-07-30,2,0.46
L012971,2026-07-30,8,9.7
L012972,2026-07-30,3,1.12
L012973,2026-07-30,3,1.12
L012974,2026-07-30,2,0.46
L012975,2026-07-30,2,0.46
L012976,2026-07-30,1,0.1
L012977,2026-07-30,1,0.1
L012978,2026-07-30,10,15.85
L012979,2026-07-30,3,1.12
L012980,2026-07-30,3,1.12
L012981,2026-07-30,1,0.1
L012982,2026-07-30,10,15.85
L012983,2026-07-30,10,15.85
L012984,2026-07-30,4,2.11
L012985,2026-07-30,7,7.23
L012986,2026-07-30,7,7.23
L012987,2026-07-30,1,0.1
L012988,2026-07-30,4,2.11
L012989,2026-07-30,2,0.46
L012990,2026-07-30,10,15.85
L012991,2026-07-30,3,1.12
L012992,2026-07-30,3,1.12
L012993,2026-07-30,1,0.1
L012994,2026-07-30,1,0.1
L012995,2026-07-30,4,2.11
L012996,2026-07-30,1,0.1
L012997,2026-07-30,1,0.1
L012998,2026-07-30,1,0.1
L012999,2026-07-30,9,12.57
L013000,2026-07-30,2,0.46
L013001,2026-07-30,3,1.12
L013002,2026-07-30,2,0.46
L013003,2026-07-30,4,2.11
L013004,2026-07-30,7,7.23
L013005,2026-07-30,3,1.12
L013006,2026-07-30,3,1.12
L013007,2026-07-30,1,0.1
L013008,2026-07-30,2,0.46
L013009,2026-07-30,8,9.7
L013010,2026-07-30,3,1.12
L013011,2026-07-30,3,1.12
L013012,2026-07-30,2,0.46
L013013,2026-07-30,3,1.12
L013014,2026-07-30,1,0.1
L013015,2026-07-30,10,15.85
L013016,2026-07-30,1,0.1
L013017,2026-07-30,7,7.23
L013018,2026-07-30,1,0.1
L013019,2026-07-30,10,15.85
L013020,2026-07-30,2,0.46
L013021,2026-07-30,1,0.1
L013022,2026-07-30,3,1.12
L013023,2026-07-30,1,0.1
L013024,2026-07-30,1,0.1
L013025,2026-07-30,3,1.12
L013026,2026-07-30,8,9.7
L013027,2026-07-30,1,0.1
L013028,2026-07-30,3,1.12
L013029,2026-07-30,2,0.46
L013030,2026-07-30,10,15.85
L013031,2026-07-30,2,0.46
L013032,2026-07-30,2,0.46
L013033,2026-07-30,3,1.12
L013034,2026-07-30,2,0.46
L013035,2026-07-30,1,0.1
L013036,2026-07-30,2,0.46
L013037,2026-07-30,3,1.12
L013038,2026-07-30,2,0.46
L013039,2026-07-30,7,7.23
L013040,2026-07-30,2,0.46
L013041,2026-07-30,3,1.12
L013042,2026-07-30,1,0.1
L013043,2026-07-30,10,15.85
L013044,2026-07-30,1,0.1
L013045,2026-07-30,5,3.45
L013046,2026-07-30,2,0.46
L013047,2026-07-30,10,15.85
L013048,2026-07-30,1,0.1
L013049,2026-07-30,10,15.85
L013050,2026-07-30,3,1.12
L013051,2026-07-30,1,0.1
L013052,2026-07-30,2,0.46
L013053,2026-07-30,3,1.12
L013054,2026-07-30,3,1.12
L013055,2026-07-30,4,2.11
L013056,2026-07-30,10,15.85
L013057,2026-07-30,6,5.15
L013058,2026-07-30,7,7.23
L013059,2026-07-30,3,1.12
L013060,2026-07-30,3,1.12
L013061,2026-07-30,3,1.12
L013062,2026-07-30,7,7.23
L013063,2026-07-30,1,0.1
L013064,2026-07-30,4,2.11
L013065,2026-07-30,2,0.46
L013066,2026-07-30,2,0.46
L013067,2026-07-30,1,0.1
L013068,2026-07-30,3,1.12
L013069,2026-07-30,3,1.12
L013070,2026-07-30,3,1.12
L013071,2026-07-30,3,1.12
L013072,2026-07-30,2,0.46
L013073,2026-07-30,3,1.12
L013074,2026-07-30,1,0.1
L013075,2026-07-30,2,0.46
L013076,2026-07-30,3,1.12
L013077,2026-07-30,2,0.46
L013078,2026-07-30,9,12.57
L013079,2026-07-30,1,0.1
L013080,2026-07-30,8,9.7
L013081,2026-07-30,2,0.46
L013082,2026-07-30,2,0.46
L013083,2026-07-30,1,0.1
L013084,2026-07-30,5,3.45
L013085,2026-07-30,1,0.1
L013086,2026-07-30,8,9.7
L013087,2026-07-30,2,0.46
L013088,2026-07-30,1,0.1
L013089,2026-07-30,2,0.46
L013090,2026-07-30,1,0.1
L013091,2026-07-30,4,2.11
L013092,2026-07-30,2,0.46
L013093,2026-07-30,3,1.12
L013094,2026-07-30,1,0.1
L013095,2026-07-30,3,1.12
L013096,2026-07-30,9,12.57
L013097,2026-07-30,1,0.1
L013098,2026-07-30,4,2.11
L013099,2026-07-30,1,0.1
L013100,2026-07-30,3,1.12
L013101,2026-07-30,3,1.12
L013102,2026-07-30,8,9.7
L013103,2026-07-30,5,3.45
L013104,2026-07-30,8,9.7
L013105,2026-07-30,1,0.1
L013106,2026-07-30,3,1.12
L013107,2026-07-30,2,0.46
L013108,2026-07-30,3,1.12
L013109,2026-07-30,7,7.23
L013110,2026-07-30,2,0.46
L013111,2026-07-30,2,0.46
L013112,2026-07-30,1,0.1
L013113,2026-07-30,1,0.1
L013114,2026-07-30,3,1.12
L013115,2026-07-30,1,0.1
L013116,2026-07-30,5,3.45
L013117,2026-07-30,10,15.85
L013118,2026-07-30,3,1.12
L013119,2026-07-30,1,0.1
L013120,2026-07-30,2,0.46
L013121,2026-07-30,3,1.12
L013122,2026-07-30,1,0.1
L013123,2026-07-30,3,1.12
L013124,2026-07-30,2,0.46
L013125,2026-07-30,9,12.57
L013126,2026-07-30,3,1.12
L013127,2026-07-30,5,3.45
L013128,2026-07-30,3,1.12
L013129,2026-07-30,8,9.7
L013130,2026-07-30,1,0.1
L013131,2026-07-30,1,0.1
L013132,2026-07-30,3,1.12
L013133,2026-07-30,6,5.15
L013134,2026-07-30,5,3.45
L013135,2026-07-30,4,2.11
L013136,2026-07-30,2,0.46
L013137,2026-07-30,1,0.1
L013138,2026-07-30,1,0.1
L013139,2026-07-30,1,0.1
L013140,2026-07-30,2,0.46
L013141,2026-07-30,1,0.1
L013142,2026-07-30,2,0.46
L013143,2026-07-30,6,5.15
L013144,2026-07-30,3,1.12
L013145,2026-07-30,3,1.12
L013146,2026-07-30,2,0.46
L013147,2026-07-30,8,9.7
L013148,2026-07-30,2,0.46
L013149,2026-07-30,8,9.7
L013150,2026-07-30,1,0.1
L013151,2026-07-30,6,5.15
L013152,2026-07-30,5,3.45
L013153,2026-07-30,9,12.57
L013154,2026-07-30,3,1.12
L013155,2026-07-30,3,1.12
L013156,2026-07-30,2,0.46
L013157,2026-07-30,3,1.12
L013158,2026-07-30,6,5.15
L013159,2026-07-30,5,3.45
L013160,2026-07-30,1,0.1
L013161,2026-07-30,1,0.1
L013162,2026-07-30,3,1.12
L013163,2026-07-30,6,5.15
L013164,2026-07-30,2,0.46
L013165,2026-07-30,2,0.46
L013166,2026-07-30,2,0.46
L013167,2026-07-30,2,0.46
L013168,2026-07-30,7,7.23
L013169,2026-07-30,8,9.7
L013170,2026-07-30,10,15.85
L013171,2026-07-30,2,0.46
L013172,2026-07-30,10,15.85
L013173,2026-07-30,2,0.46
L013174,2026-07-30,1,0.1
L013175,2026-07-30,10,15.85
L013176,2026-07-30,2,0.46
L013177,2026-07-30,3,1.12
L013178,2026-07-30,3,1.12
L013179,2026-07-30,1,0.1
L013180,2026-07-30,3,1.12
L013181,2026-07-30,1,0.1
L013182,2026-07-30,2,0.46
L013183,2026-07-30,7,7.23
L013184,2026-07-30,8,9.7
L013185,2026-07-30,5,3.45
L013186,2026-07-30,3,1.12
L013187,2026-07-30,4,2.11
L013188,2026-07-30,1,0.1
L013189,2026-07-30,3,1.12
L013190,2026-07-30,5,3.45
L013191,2026-07-30,6,5.15
L013192,2026-07-30,3,1.12
L013193,2026-07-30,3,1.12
L013194,2026-07-30,2,0.46
L013195,2026-07-30,8,9.7
L013196,2026-07-30,2,0.46
L013197,2026-07-30,1,0.1
L013198,2026-07-30,9,12.57
L013199,2026-07-30,6,5.15
L013200,2026-07-30,2,0.46
L013201,2026-07-30,6,5.15
L013202,2026-07-30,1,0.1
L013203,2026-07-30,1,0.1
L013204,2026-07-30,7,7.23
L013205,2026-07-30,2,0.46
L013206,2026-07-30,7,7.23
L013207,2026-07-30,3,1.12
L013208,2026-07-30,4,2.11
L013209,2026-07-30,2,0.46
L013210,2026-07-30,1,0.1
L013211,2026-07-30,3,1.12
L013212,2026-07-30,3,1.12
L013213,2026-07-30,6,5.15
L013214,2026-07-30,2,0.46
L013215,2026-07-30,2,0.46
L013216,2026-07-30,1,0.1
L013217,2026-07-30,1,0.1
L013218,2026-07-30,2,0.46
L013219,2026-07-30,3,1.12
L013220,2026-07-30,7,7.23
L013221,2026-07-30,2,0.46
L013222,2026-07-30,2,0.46
L013223,2026-07-30,2,0.46
L013224,2026-07-30,1,0.1
L013225,2026-07-30,1,0.1
L013226,2026-07-30,10,15.85
L013227,2026-07-30,1,0.1
L013228,2026-07-30,3,1.12
L013229,2026-07-30,2,0.46
L013230,2026-07-30,1,0.1
L013231,2026-07-30,2,0.46
L013232,2026-07-30,2,0.46
L013233,2026-07-30,3,1.12
L013234,2026-07-30,3,1.12
L013235,2026-07-30,3,1.12
L013236,2026-07-30,3,1.12
L013237,2026-07-30,3,1.12
L013238,2026-07-30,6,5.15
L013239,2026-07-30,4,2.11
L013240,2026-07-30,2,0.46
L013241,2026-07-30,3,1.12
L013242,2026-07-30,4,2.11
L013243,2026-07-30,1,0.1
L013244,2026-07-30,5,3.45
L013245,2026-07-30,1,0.1
L013246,2026-07-30,4,2.11
L013247,2026-07-30,8,9.7
L013248,2026-07-30,1,0.1
L013249,2026-07-30,1,0.1
L013250,2026-07-30,2,0.46
L013251,2026-07-30,4,2.11
L013252,2026-07-30,3,1.12
L013253,2026-07-30,7,7.23
L013254,2026-07-30,2,0.46
L013255,2026-07-30,9,12.57
L013256,2026-07-30,1,0.1
L013257,2026-07-30,4,2.11
L013258,2026-07-30,3,1.12
L013259,2026-07-30,3,1.12
L013260,2026-07-30,1,0.1
L013261,2026-07-30,1,0.1
L013262,2026-07-30,10,15.85
L013263,2026-07-30,4,2.11
L013264,2026-07-30,2,0.46
L013265,2026-07-30,1,0.1
L013266,2026-07-30,2,0.46
L013267,2026-07-30,1,0.1
L013268,2026-07-30,7,7.23
L013269,2026-07-30,10,15.85
L013270,2026-07-30,2,0.46
L013271,2026-07-30,3,1.12
L013272,2026-07-30,2,0.46
L013273,2026-07-30,4,2.11
L013274,2026-07-30,2,0.46
L013275,2026-07-30,10,15.85
L013276,2026-07-30,2,0.46
L013277,2026-07-30,1,0.1
L013278,2026-07-30,1,0.1
L013279,2026-07-30,4,2.11
L013280,2026-07-30,5,3.45
L013281,2026-07-30,1,0.1
L013282,2026-07-30,3,1.12
L013283,2026-07-30,2,0.46
L013284,2026-07-30,2,0.46
L013285,2026-07-30,2,0.46
L013286,2026-07-30,9,12.57
L013287,2026-07-30,1,0.1
L013288,2026-07-30,1,0.1
L013289,2026-07-30,4,2.11
L013290,2026-07-30,9,12.57
L013291,2026-07-30,5,3.45
L013292,2026-07-30,3,1.12
L013293,2026-07-30,3,1.12
L013294,2026-07-30,3,1.12
L013295,2026-07-30,2,0.46
L013296,2026-07-30,1,0.1
L013297,2026-07-30,1,0.1
L013298,2026-07-30,2,0.46
L013299,2026-07-30,2,0.46
L013300,2026-07-30,4,2.11
L013301,2026-07-30,2,0.46
L013302,2026-07-30,2,0.46
L013303,2026-07-30,4,2.11
L013304,2026-07-30,1,0.1
L013305,2026-07-30,3,1.12
L013306,2026-07-30,1,0.1
L013307,2026-07-30,3,1.12
L013308,2026-07-30,3,1.12
L013309,2026-07-30,1,0.1
L013310,2026-07-30,6,5.15
L013311,2026-07-30,9,12.57
L013312,2026-07-30,1,0.1
L013313,2026-07-30,10,15.85
L013314,2026-07-30,1,0.1
L013315,2026-07-30,9,12.57
L013316,2026-07-30,1,0.1
L013317,2026-07-30,1,0.1
L013318,2026-07-30,1,0.1
L013319,2026-07-30,3,1.12
L013320,2026-07-30,1,0.1
L013321,2026-07-30,3,1.12
L013322,2026-07-30,3,1.12
L013323,2026-07-30,2,0.46
L013324,2026-07-30,6,5.15
L013325,2026-07-30,3,1.12
L013326,2026-07-30,1,0.1
L013327,2026-07-30,1,0.1
L013328,2026-07-30,1,0.1
L013329,2026-07-30,2,0.46
L013330,2026-07-30,3,1.12
L013331,2026-07-30,2,0.46
L013332,2026-07-30,5,3.45
L013333,2026-07-30,7,7.23
L013334,2026-07-30,5,3.45
L013335,2026-07-30,1,0.1
L013336,2026-07-30,2,0.46
L013337,2026-07-30,2,0.46
L013338,2026-07-30,2,0.46
L013339,2026-07-30,2,0.46
L013340,2026-07-30,2,0.46
L013341,2026-07-30,2,0.46
L013342,2026-07-30,2,0.46
L013343,2026-07-30,5,3.45
L013344,2026-07-30,6,5.15
L013345,2026-07-30,3,1.12
L013346,2026-07-30,2,0.46
L013347,2026-07-30,1,0.1
L013348,2026-07-30,1,0.1
L013349,2026-07-30,7,7.23
L013350,2026-07-30,3,1.12
L013351,2026-07-30,8,9.7
L013352,2026-07-30,3,1.12
L013353,2026-07-30,2,0.46
L013354,2026-07-30,10,15.85
L013355,2026-07-30,2,0.46
L013356,2026-07-30,6,5.15
L013357,2026-07-30,1,0.1
L013358,2026-07-30,2,0.46
L013359,2026-07-30,3,1.12
L013360,2026-07-30,4,2.11
L013361,2026-07-30,4,2.11
L013362,2026-07-30,5,3.45
L013363,2026-07-30,5,3.45
L013364,2026-07-30,3,1.12
L013365,2026-07-30,1,0.1
L013366,2026-07-30,7,7.23
L013367,2026-07-30,6,5.15
L013368,2026-07-30,5,3.45
L013369,2026-07-30,1,0.1
L013370,2026-07-30,3,1.12
L013371,2026-07-30,1,0.1
L013372,2026-07-30,6,5.15
L013373,2026-07-30,3,1.12
L013374,2026-07-30,9,12.57
L013375,2026-07-30,2,0.46
L013376,2026-07-30,9,12.57
L013377,2026-07-30,1,0.1
L013378,2026-07-30,1,0.1
L013379,2026-07-30,2,0.46
L013380,2026-07-30,1,0.1
L013381,2026-07-30,2,0.46
L013382,2026-07-30,1,0.1
L013383,2026-07-30,10,15.85
L013384,2026-07-30,1,0.1
L013385,2026-07-30,3,1.12
L013386,2026-07-30,1,0.1
L013387,2026-07-30,2,0.46
L013388,2026-07-30,1,0.1
L013389,2026-07-30,1,0.1
L013390,2026-07-30,5,3.45
L013391,2026-07-30,1,0.1
L013392,2026-07-30,3,1.12
L013393,2026-07-30,1,0.1
L013394,2026-07-30,3,1.12
L013395,2026-07-30,1,0.1
L013396,2026-07-30,1,0.1
L013397,2026-07-30,1,0.1
L013398,2026-07-30,1,0.1
L013399,2026-07-30,3,1.12
L013400,2026-07-30,8,9.7
L013401,2026-07-30,3,1.12
L013402,2026-07-30,1,0.1
L013403,2026-07-30,1,0.1
L013404,2026-07-30,2,0.46
L013405,2026-07-30,1,0.1
L013406,2026-07-30,1,0.1
L013407,2026-07-30,2,0.46
L013408,2026-07-30,3,1.12
L013409,2026-07-30,5,3.45
L013410,2026-07-30,4,2.11
L013411,2026-07-30,8,9.7
L013412,2026-07-30,8,9.7
L013413,2026-07-30,1,0.1
L013414,2026-07-30,5,3.45
L013415,2026-07-30,5,3.45
L013416,2026-07-30,1,0.1
L013417,2026-07-30,6,5.15
L013418,2026-07-30,3,1.12
L013419,2026-07-30,4,2.11
L013420,2026-07-30,10,15.85
L013421,2026-07-30,3,1.12
L013422,2026-07-30,10,15.85
L013423,2026-07-30,5,3.45
L013424,2026-07-30,2,0.46
L013425,2026-07-30,7,7.23
L013426,2026-07-30,6,5.15
L013427,2026-07-30,10,15.85
L013428,2026-07-30,2,0.46
L013429,2026-07-30,3,1.12
L013430,2026-07-30,2,0.46
L013431,2026-07-30,1,0.1
L013432,2026-07-30,1,0.1
L013433,2026-07-30,6,5.15
L013434,2026-07-30,3,1.12
L013435,2026-07-30,2,0.46
L013436,2026-07-30,2,0.46
L013437,2026-07-30,1,0.1
L013438,2026-07-30,4,2.11
L013439,2026-07-30,1,0.1
L013440,2026-07-30,1,0.1
L013441,2026-07-30,2,0.46
L013442,2026-07-30,2,0.46
L013443,2026-07-30,3,1.12
L013444,2026-07-30,1,0.1
L013445,2026-07-30,4,2.11
L013446,2026-07-30,8,9.7
L013447,2026-07-30,5,3.45
L013448,2026-07-30,3,1.12
L013449,2026-07-30,7,7.23
L013450,2026-07-30,6,5.15
L013451,2026-07-30,4,2.11
L013452,2026-07-30,8,9.7
L013453,2026-07-30,6,5.15
L013454,2026-07-30,10,15.85
L013455,2026-07-30,1,0.1
L013456,2026-07-30,2,0.46
L013457,2026-07-30,1,0.1
L013458,2026-07-30,3,1.12
L013459,2026-07-30,1,0.1
L013460,2026-07-30,5,3.45
L013461,2026-07-30,2,0.46
L013462,2026-07-30,1,0.1
L013463,2026-07-30,10,15.85
L013464,2026-07-30,6,5.15
L013465,2026-07-30,2,0.46
L013466,2026-07-30,7,7.23
L013467,2026-07-30,2,0.46
L013468,2026-07-30,2,0.46
L013469,2026-07-30,2,0.46
L013470,2026-07-30,2,0.46
L013471,2026-07-30,1,0.1
L013472,2026-07-30,2,0.46
L013473,2026-07-30,1,0.1
L013474,2026-07-30,2,0.46
L013475,2026-07-30,7,7.23
L013476,2026-07-30,3,1.12
L013477,2026-07-30,2,0.46
L013478,2026-07-30,3,1.12
L013479,2026-07-30,3,1.12
L013480,2026-07-30,1,0.1
L013481,2026-07-30,1,0.1
L013482,2026-07-30,3,1.12
L013483,2026-07-30,1,0.1
L013484,2026-07-30,2,0.46
L013485,2026-07-30,4,2.11
L013486,2026-07-30,10,15.85
L013487,2026-07-30,2,0.46
L013488,2026-07-30,2,0.46
L013489,2026-07-30,10,15.85
L013490,2026-07-30,6,5.15
L013491,2026-07-30,1,0.1
L013492,2026-07-30,3,1.12
L013493,2026-07-30,10,15.85
L013494,2026-07-30,6,5.15
L013495,2026-07-30,1,0.1
L013496,2026-07-30,3,1.12
L013497,2026-07-30,2,0.46
L013498,2026-07-30,5,3.45
L013499,2026-07-30,3,1.12
L013500,2026-07-30,1,0.1
L013501,2026-07-30,1,0.1
L013502,2026-07-30,6,5.15
L013503,2026-07-30,9,12.57
L013504,2026-07-30,3,1.12
L013505,2026-07-30,3,1.12
L013506,2026-07-30,5,3.45
L013507,2026-07-30,4,2.11
L013508,2026-07-30,9,12.57
L013509,2026-07-30,1,0.1
L013510,2026-07-30,9,12.57
L013511,2026-07-30,10,15.85
L013512,2026-07-30,8,9.7
L013513,2026-07-30,2,0.46
L013514,2026-07-30,2,0.46
L013515,2026-07-30,3,1.12
L013516,2026-07-30,3,1.12
L013517,2026-07-30,2,0.46
L013518,2026-07-30,7,7.23
L013519,2026-07-30,9,12.57
L013520,2026-07-30,1,0.1
L013521,2026-07-30,4,2.11
L013522,2026-07-30,2,0.46
L013523,2026-07-30,3,1.12
L013524,2026-07-30,1,0.1
L013525,2026-07-30,3,1.12
L013526,2026-07-30,4,2.11
L013527,2026-07-30,2,0.46
L013528,2026-07-30,1,0.1
L013529,2026-07-30,2,0.46
L013530,2026-07-30,2,0.46
L013531,2026-07-30,6,5.15
L013532,2026-07-30,5,3.45
L013533,2026-07-30,1,0.1
L013534,2026-07-30,3,1.12
L013535,2026-07-30,1,0.1
L013536,2026-07-30,2,0.46
L013537,2026-07-30,5,3.45
L013538,2026-07-30,2,0.46
L013539,2026-07-30,3,1.12
L013540,2026-07-30,3,1.12
L013541,2026-07-30,3,1.12
L013542,2026-07-30,8,9.7
L013543,2026-07-30,10,15.85
L013544,2026-07-30,1,0.1
L013545,2026-07-30,1,0.1
L013546,2026-07-30,2,0.46
L013547,2026-07-30,7,7.23
L013548,2026-07-30,8,9.7
L013549,2026-07-30,2,0.46
L013550,2026-07-30,1,0.1
L013551,2026-07-30,10,15.85
L013552,2026-07-30,1,0.1
L013553,2026-07-30,3,1.12
L013554,2026-07-30,10,15.85
L013555,2026-07-30,3,1.12
L013556,2026-07-30,1,0.1
L013557,2026-07-30,2,0.46
L013558,2026-07-30,4,2.11
L013559,2026-07-30,10,15.85
L013560,2026-07-30,2,0.46
L013561,2026-07-30,2,0.46
L013562,2026-07-30,1,0.1
L013563,2026-07-30,1,0.1
L013564,2026-07-30,10,15.85
L013565,2026-07-30,3,1.12
L013566,2026-07-30,5,3.45
L013567,2026-07-30,2,0.46
L013568,2026-07-30,1,0.1
L013569,2026-07-30,3,1.12
L013570,2026-07-30,3,1.12
L013571,2026-07-30,1,0.1
L013572,2026-07-30,10,15.85
L013573,2026-07-30,1,0.1
L013574,2026-07-30,8,9.7
L013575,2026-07-30,1,0.1
L013576,2026-07-30,10,15.85
L013577,2026-07-30,3,1.12
L013578,2026-07-30,9,12.57
L013579,2026-07-30,2,0.46
L013580,2026-07-30,9,12.57
L013581,2026-07-30,1,0.1
L013582,2026-07-30,1,0.1
L013583,2026-07-30,1,0.1
L013584,2026-07-30,9,12.57
L013585,2026-07-30,1,0.1
L013586,2026-07-30,1,0.1
L013587,2026-07-30,2,0.46
L013588,2026-07-30,9,12.57
L013589,2026-07-30,8,9.7
L013590,2026-07-30,7,7.23
L013591,2026-07-30,6,5.15
L013592,2026-07-30,7,7.23
L013593,2026-07-30,7,7.23
L013594,2026-07-30,3,1.12
L013595,2026-07-30,10,15.85
L013596,2026-07-30,1,0.1
L013597,2026-07-30,5,3.45
L013598,2026-07-30,6,5.15
L013599,2026-07-30,2,0.46
L013600,2026-07-30,7,7.23
L013601,2026-07-30,10,15.85
L013602,2026-07-30,5,3.45
L013603,2026-07-30,1,0.1
L013604,2026-07-30,2,0.46
L013605,2026-07-30,3,1.12
L013606,2026-07-30,4,2.11
L013607,2026-07-30,2,0.46
L013608,2026-07-30,4,2.11
L013609,2026-07-30,8,9.7
L013610,2026-07-30,2,0.46
L013611,2026-07-30,6,5.15
L013612,2026-07-30,2,0.46
L013613,2026-07-30,6,5.15
L013614,2026-07-30,2,0.46
L013615,2026-07-30,1,0.1
L013616,2026-07-30,9,12.57
L013617,2026-07-30,7,7.23
L013618,2026-07-30,2,0.46
L013619,2026-07-30,3,1.12
L013620,2026-07-30,2,0.46
L013621,2026-07-30,6,5.15
L013622,2026-07-30,3,1.12
L013623,2026-07-30,5,3.45
L013624,2026-07-30,1,0.1
L013625,2026-07-30,6,5.15
L013626,2026-07-30,4,2.11
L013627,2026-07-30,6,5.15
L013628,2026-07-30,9,12.57
L013629,2026-07-30,2,0.46
L013630,2026-07-30,8,9.7
L013631,2026-07-30,8,9.7
L013632,2026-07-30,6,5.15
L013633,2026-07-30,9,12.57
L013634,2026-07-30,9,12.57
L013635,2026-07-30,1,0.1
L013636,2026-07-30,7,7.23
L013637,2026-07-30,1,0.1
L013638,2026-07-30,2,0.46
L013639,2026-07-30,1,0.1
L013640,2026-07-30,3,1.12
L013641,2026-07-30,1,0.1
L013642,2026-07-30,5,3.45
L013643,2026-07-30,3,1.12
L013644,2026-07-30,2,0.46
L013645,2026-07-30,4,2.11
L013646,2026-07-30,2,0.46
L013647,2026-07-30,10,15.85
L013648,2026-07-30,1,0.1
L013649,2026-07-30,3,1.12
L013650,2026-07-30,2,0.46
L013651,2026-07-30,6,5.15
L013652,2026-07-30,1,0.1
L013653,2026-07-30,10,15.85
L013654,2026-07-30,2,0.46
L013655,2026-07-30,3,1.12
L013656,2026-07-30,1,0.1
L013657,2026-07-30,4,2.11
L013658,2026-07-30,5,3.45
L013659,2026-07-30,3,1.12
L013660,2026-07-30,4,2.11
L013661,2026-07-30,2,0.46
L013662,2026-07-30,2,0.46
L013663,2026-07-30,1,0.1
L013664,2026-07-30,10,15.85
L013665,2026-07-30,3,1.12
L013666,2026-07-30,1,0.1
L013667,2026-07-30,1,0.1
L013668,2026-07-30,3,1.12
L013669,2026-07-30,6,5.15
L013670,2026-07-30,1,0.1
L013671,2026-07-30,1,0.1
L013672,2026-07-30,6,5.15
L013673,2026-07-30,3,1.12
L013674,2026-07-30,4,2.11
L013675,2026-07-30,3,1.12
L013676,2026-07-30,3,1.12
L013677,2026-07-30,1,0.1
L013678,2026-07-30,4,2.11
L013679,2026-07-30,1,0.1
L013680,2026-07-30,3,1.12
L013681,2026-07-30,1,0.1
L013682,2026-07-30,6,5.15
L013683,2026-07-30,1,0.1
L013684,2026-07-30,1,0.1
L013685,2026-07-30,10,15.85
L013686,2026-07-30,2,0.46
L013687,2026-07-30,6,5.15
L013688,2026-07-30,3,1.12
L013689,2026-07-30,10,15.85
L013690,2026-07-30,9,12.57
L013691,2026-07-30,3,1.12
L013692,2026-07-30,1,0.1
L013693,2026-07-30,7,7.23
L013694,2026-07-30,1,0.1
L013695,2026-07-30,3,1.12
L013696,2026-07-30,2,0.46
L013697,2026-07-30,8,9.7
L013698,2026-07-30,3,1.12
L013699,2026-07-30,2,0.46
L013700,2026-07-30,2,0.46
L013701,2026-07-30,3,1.12
L013702,2026-07-30,2,0.46
L013703,2026-07-30,2,0.46
L013704,2026-07-30,5,3.45
L013705,2026-07-30,2,0.46
L013706,2026-07-30,8,9.7
L013707,2026-07-30,7,7.23
L013708,2026-07-30,2,0.46
L013709,2026-07-30,1,0.1
L013710,2026-07-30,9,12.57
L013711,2026-07-30,2,0.46
L013712,2026-07-30,1,0.1
L013713,2026-07-30,6,5.15
L013714,2026-07-30,4,2.11
L013715,2026-07-30,1,0.1
L013716,2026-07-30,2,0.46
L013717,2026-07-30,6,5.15
L013718,2026-07-30,2,0.46
L013719,2026-07-30,1,0.1
L013720,2026-07-30,1,0.1
L013721,2026-07-30,1,0.1
